genes	BIO	RA	SB505	SU5402	Connectivity	Cols	Rows	Species
ENSDARG00000100965	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100973	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101008	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101019	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101023	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101059	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101076	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101079	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101081	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101087	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101089	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101104	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101109	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101110	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101118	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101131	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101143	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101203	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101209	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101239	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101244	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101279	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101281	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101312	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101471	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101508	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101512	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101522	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101569	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101576	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101624	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101637	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101660	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101669	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101706	0	1	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101749	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101752	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101757	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101769	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101816	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101831	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101891	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101900	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101908	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000101910	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102012	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102029	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102047	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102068	1	0	0	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102070	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102100	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102111	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102138	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102161	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102180	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102184	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102200	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102216	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102241	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102252	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102261	1	0	0	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102277	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102291	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102295	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102367	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102372	1	0	0	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102398	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102430	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102445	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102464	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102471	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102478	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102493	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102501	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102506	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102554	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102555	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102568	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102578	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102658	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102701	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102702	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102724	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102729	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102742	1	0	0	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102750	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102759	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102761	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102778	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102805	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102820	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102822	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102824	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102855	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102879	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102883	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102885	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102906	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102911	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102914	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102929	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102956	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102960	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102975	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000102998	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103021	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103044	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103054	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103056	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103057	1	0	0	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103108	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103148	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103248	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103277	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103288	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103313	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103361	0	1	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103379	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103388	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103399	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103405	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103422	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103424	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103464	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103470	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103479	0	1	0	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103490	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103515	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103516	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103542	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103554	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103576	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103606	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103607	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103648	1	0	0	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103650	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103735	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103746	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103750	0	1	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103762	0	1	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103770	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103800	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103811	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103830	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103845	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103862	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103868	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103900	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103914	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103953	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103959	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103962	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103980	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103985	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103988	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000103994	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104022	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104031	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104068	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104085	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104094	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104110	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104117	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104118	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104119	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104149	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104186	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104207	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104223	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104227	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104255	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104263	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104267	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104279	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104283	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104295	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104300	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104361	0	1	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104384	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104399	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104431	0	1	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104435	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104437	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104442	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104448	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104453	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104470	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104487	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104531	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104559	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104567	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104573	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104574	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104637	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104665	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104678	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104700	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104701	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104710	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104730	1	1	1	1	4	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104734	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104773	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104808	0	1	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104815	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104924	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104959	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104961	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000104995	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000105018	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000105046	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000105050	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000105071	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000105080	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000105088	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000105131	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000105141	0	1	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000105179	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000105184	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000105190	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000105208	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000105215	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000105223	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000105237	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000105239	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
BL00002	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00015	0	0	0	1	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00085	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00137	0	0	0	1	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00282	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00336	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00339	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00370	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00525	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00541	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00594	0	0	1	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00705	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00739	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00743	1	1	0	0	2	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00875	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00881	0	0	1	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00889	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00923	0	0	0	1	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00928	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00957	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL00977	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL01014	0	0	1	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL01204	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL01350	0	0	1	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL01368	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL01409	0	1	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL01525	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
BL01526	1	0	0	0	1	Amphioxus	ATAC & RNASeq	Amphioxus ATAC & RNASeq
